time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-07T08:01:28.400Z,19.1628333,-155.4788333,32.87,2,md,54,110,0.01744,0.11,hv,hv70677296,2018-11-07T19:48:01.950Z,"4km S of Pahala, Hawaii",earthquake,0.49,0.63,0.203,22,reviewed,hv,hv
2018-11-07T07:55:56.030Z,19.4050007,-155.2856598,-0.54,1.85,ml,19,37,0.01268,0.24,hv,hv70677281,2018-11-07T08:01:43.570Z,"5km WSW of Volcano, Hawaii",earthquake,0.2,0.27,0.36,8,automatic,hv,hv
2018-11-07T07:51:25.280Z,19.195,-155.332,41.79,1.93,md,52,173,0.07496,0.12,hv,hv70677276,2018-11-07T20:01:31.050Z,"15km E of Pahala, Hawaii",earthquake,0.56,0.46,0.121,27,reviewed,hv,hv
2018-11-07T07:51:19.850Z,38.8180008,-122.7965012,2.4,1.05,md,18,66,0.01189,0.02,nc,nc73107851,2018-11-07T08:06:03.144Z,"6km NW of The Geysers, CA",earthquake,0.27,0.52,0.04,4,automatic,nc,nc
2018-11-07T07:49:51.507Z,60.8856,-146.9088,22,1.6,ml,,,,1.08,ak,ak20334182,2018-11-07T07:54:36.229Z,"40km SW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-07T07:46:25.140Z,36.0986667,-117.6083333,6.97,0.61,ml,14,57,0.1048,0.08,ci,ci38352520,2018-11-07T18:25:47.253Z,"31km E of Coso Junction, CA",earthquake,0.18,0.76,0.156,5,reviewed,ci,ci
2018-11-07T07:44:56.380Z,37.2582,-114.9365,0,1.3,ml,10,95.87,0.174,0.1435,nn,nn00664590,2018-11-08T02:04:26.681Z,"23km ESE of Alamo, Nevada",earthquake,,0,0.38,7,reviewed,nn,nn
2018-11-07T07:42:54.576Z,39.1714,-119.5744,8.8,-0.4,ml,6,110.52,0.085,0.151,nn,nn00664655,2018-11-08T02:05:04.440Z,"7km SSE of Dayton, Nevada",earthquake,,3.2,0,1,reviewed,nn,nn
2018-11-07T07:40:50.448Z,59.8935,-141.3913,15.2,1.4,ml,,,,0.37,ak,ak20334180,2018-11-07T07:48:12.808Z,"61km ESE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-07T07:23:54.790Z,33.0555,-116.4665,12.03,0.58,ml,22,115,0.03221,0.16,ci,ci38352512,2018-11-07T18:37:30.221Z,"13km ESE of Julian, CA",earthquake,0.34,0.53,0.166,9,reviewed,ci,ci
2018-11-07T07:21:37.290Z,33.5035,-116.8048333,3.64,1.88,ml,86,27,0.009607,0.21,ci,ci38352504,2018-11-07T18:48:08.990Z,"9km NE of Aguanga, CA",earthquake,0.14,0.35,0.171,25,reviewed,ci,ci
2018-11-07T07:11:37.650Z,33.6906667,-116.727,15.49,0.35,ml,22,94,0.02308,0.07,ci,ci38352496,2018-11-07T18:52:17.160Z,"6km S of Idyllwild, CA",earthquake,0.18,0.27,0.159,9,reviewed,ci,ci
2018-11-07T07:08:36.650Z,33.5093333,-116.5063333,13.91,0.47,ml,17,98,0.05227,0.16,ci,ci38352488,2018-11-07T14:08:30.249Z,"16km ESE of Anza, CA",earthquake,0.4,0.59,0.12,8,reviewed,ci,ci
2018-11-07T07:04:09.400Z,38.8458328,-122.7698364,1,1.44,md,17,133,0.006055,0.03,nc,nc73107836,2018-11-07T09:44:02.714Z,"5km WNW of Cobb, CA",earthquake,0.24,0.32,0.05,4,automatic,nc,nc
2018-11-07T07:01:33.790Z,33.5013333,-116.4975,13.66,0.46,ml,24,132,0.06262,0.15,ci,ci38352480,2018-11-07T19:19:26.575Z,"17km ESE of Anza, CA",earthquake,0.39,0.51,0.08,11,reviewed,ci,ci
2018-11-07T06:55:12.880Z,35.8921667,-120.3131667,7.15,0.87,md,31,156,0.04421,0.15,nc,nc73107831,2018-11-07T19:23:44.418Z,"11km E of Parkfield, CA",earthquake,0.61,0.54,0.113,10,reviewed,nc,nc
2018-11-07T06:51:33.760Z,33.5043333,-116.5026667,14.78,0.65,ml,26,90,0.05807,0.12,ci,ci38352472,2018-11-07T19:23:04.580Z,"17km ESE of Anza, CA",earthquake,0.27,0.4,0.099,14,reviewed,ci,ci
2018-11-07T06:49:52.295Z,56.53,-156.0574,67.2,2.6,ml,,,,0.51,ak,ak20334167,2018-11-07T06:55:28.266Z,"83km NNW of Chirikof Island, Alaska",earthquake,,1.5,,,automatic,ak,ak
2018-11-07T06:47:09.310Z,33.4963333,-116.7781667,4.28,0.32,ml,16,102,0.02448,0.16,ci,ci38352464,2018-11-07T14:09:02.233Z,"10km NE of Aguanga, CA",earthquake,0.38,0.5,0.071,6,reviewed,ci,ci
2018-11-07T06:45:30.609Z,69.6427,-143.4994,9.2,2.9,ml,,,,1.34,ak,ak20334164,2018-11-07T20:56:08.022Z,"54km S of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-11-07T06:42:52.390Z,33.5085,-116.5043333,14.61,0.4,ml,15,125,0.05371,0.15,ci,ci38352456,2018-11-07T14:09:04.394Z,"16km ESE of Anza, CA",earthquake,0.48,0.7,0.034,8,reviewed,ci,ci
2018-11-07T06:36:08.260Z,37.1116667,-122.3368333,8.58,2.21,md,65,200,0.08708,0.18,nc,nc73107821,2018-11-08T05:05:03.670Z,"18km WNW of Bonny Doon, CA",earthquake,0.47,0.5,0.18,79,reviewed,nc,nc
2018-11-07T06:35:05.480Z,33.5031667,-116.5033333,15.32,0.4,ml,15,193,0.05891,0.13,ci,ci38352448,2018-11-07T19:30:46.186Z,"17km ESE of Anza, CA",earthquake,0.45,0.53,0.068,5,reviewed,ci,ci
2018-11-07T06:31:36.200Z,36.6755,-121.3065,3.98,1.08,md,20,111,0.06484,0.06,nc,nc73107816,2018-11-07T19:56:03.092Z,"13km S of Tres Pinos, CA",earthquake,0.31,1.16,0.221,17,reviewed,nc,nc
2018-11-07T06:29:07.250Z,37.6401667,-118.9286667,5.97,0.63,md,24,59,0.02337,0.03,nc,nc73107811,2018-11-07T19:49:03.045Z,"4km E of Mammoth Lakes, CA",earthquake,0.3,0.51,0.253,22,reviewed,nc,nc
2018-11-07T06:24:40.440Z,33.4936667,-116.5148333,14.03,2.87,ml,117,26,0.06508,0.18,ci,ci38352440,2018-11-08T00:30:14.233Z,"16km ESE of Anza, CA",earthquake,0.11,0.19,0.222,25,reviewed,ci,ci
2018-11-07T06:21:39.400Z,34.1563333,-116.8093333,4.68,0.92,ml,47,60,0.1209,0.18,ci,ci38352432,2018-11-07T20:00:07.519Z,"12km SSE of Big Bear City, CA",earthquake,0.18,1.06,0.131,22,reviewed,ci,ci
2018-11-07T06:17:38.490Z,33.9881667,-116.9336667,7.2,1.46,ml,74,26,0.07718,0.14,ci,ci38352424,2018-11-07T19:48:21.220Z,"8km NNE of Beaumont, CA",earthquake,0.11,0.48,0.185,56,reviewed,ci,ci
2018-11-07T06:14:25.209Z,64.686,-148.2394,9.2,1.3,ml,,,,1.07,ak,ak20334101,2018-11-07T06:17:40.540Z,"20km SSW of Ester, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-07T06:04:23.770Z,-12.8096,45.4355,10,4.9,mb,,49,6.409,0.82,us,us2000i7u5,2018-11-07T06:20:35.718Z,"16km E of Pamandzi, Mayotte",earthquake,9,1.9,0.099,32,reviewed,us,us
2018-11-07T06:03:30.800Z,33.5116667,-116.7981667,3.72,-0.03,ml,22,57,0.001954,0.13,ci,ci38352416,2018-11-07T19:37:54.661Z,"10km NE of Aguanga, CA",earthquake,0.18,0.39,0.047,4,reviewed,ci,ci
2018-11-07T06:00:23.280Z,33.7238333,-116.8236667,16.94,0.48,ml,19,106,0.09118,0.08,ci,ci38352408,2018-11-07T17:41:56.763Z,"7km ESE of Valle Vista, CA",earthquake,0.26,0.42,0.106,10,reviewed,ci,ci
